gold_id,conversation_id,predicted_action,predicted_intent,customer_conversation,retrieved_evidence_summary,evidence_1_case_id,evidence_1_similarity,evidence_1_customer_message,evidence_1_apple_response,evidence_2_case_id,evidence_2_similarity,evidence_2_customer_message,evidence_2_apple_response,evidence_3_case_id,evidence_3_similarity,evidence_3_customer_message,evidence_3_apple_response,generated_response,llm_evidence_judge_score,llm_evidence_supported,llm_judge_supported_claims,llm_judge_unsupported_claims,human_evidence_supported,human_support_score,human_notes
148,apple_1868484_18853,escalate,iOS / Software,"AppleSupport: @558143 We know how important FaceTime is to talk to people and we'd love to help! What happens when you try to call him?
Customer: @AppleSupport It doesn't work well as it was working with iOS 10, so I don't know what to do or so.
AppleSupport: @558143 Thanks for providing those details, and we'd like to look into this. Please send us a DM, and we'll continue there. [LINK]","[Case 1 | ID: apple_1366387_13220_1366393 | Sim: 0.8077]
Customer: Tried that too. Still doesn’t work. I read online that Apple removed it and will return it in a later version of iOS 11. Any truths?
AppleSupport: @438082 3D Touch is still a feature that should be able to be used on your device. Let's look more into this in DM, please. https://t.co/GDrqU22YpT

[Case 2 | ID: apple_713354_7008_713359 | Sim: 0.8069]
Customer: IOS 11.2 and those things never have worked for me. I have tried everything. I am about done with apple
AppleSupport: @290621 Do you mean iOS 11.0.2, or iOS 11.2? Also, which exact steps did you try? Let us know in DM here: https://t.co/GDrqU22YpT

[Case 3 | ID: apple_2298038_22763_2298039 | Sim: 0.7896]
Customer: I've done all of those things and it still doesnt' work. This started after I updated to the latest IOS.
AppleSupport: @667090 OK. Towards the bottom of the article we sent to you, there are instructions to restore the device as new using iTunes on a computer. Have you done that?",apple_1366387_13220_1366393,0.8077,Tried that too. Still doesn’t work. I read online that Apple removed it and will return it in a later version of iOS 11. Any truths?,"@438082 3D Touch is still a feature that should be able to be used on your device. Let's look more into this in DM, please. https://t.co/GDrqU22YpT",apple_713354_7008_713359,0.8069,IOS 11.2 and those things never have worked for me. I have tried everything. I am about done with apple,"@290621 Do you mean iOS 11.0.2, or iOS 11.2? Also, which exact steps did you try? Let us know in DM here: https://t.co/GDrqU22YpT",apple_2298038_22763_2298039,0.7896,I've done all of those things and it still doesnt' work. This started after I updated to the latest IOS.,"@667090 OK. Towards the bottom of the article we sent to you, there are instructions to restore the device as new using iTunes on a computer. Have you done that?","I’m sorry to hear the troubleshooting steps haven't resolved this. At this point, I recommend connecting directly with an Apple Support specialist who can look into your device and assist you further.",5,True,Polite inquiry or specialist handoff,,YES,4,"Evidence and the actual conversation both show a first-round complaint followed directly by a DM handoff ('thanks for details, please DM'), matching the escalation framing."
155,apple_1776312_18227,escalate,Other / General,"AppleSupport: @533790 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport I wonder if this worked. I did the steps. I’m using I a lot for a reason","[Case 1 | ID: apple_300077_2866_300078 | Sim: 0.7902]
Customer: Yeah i've tried those steps and still nothing.
AppleSupport: @187556 OK. Send us a DM and we'll take a closer look. https://t.co/GDrqU22YpT

[Case 2 | ID: apple_2627728_26059_2627729 | Sim: 0.7357]
Customer: Hmm, no luck so far. I tried the steps a couple of times. Any other suggestions?
AppleSupport: @742170 Let's dig into this a bit further. DM us what software version you're on. https://t.co/GDrqU22YpT

[Case 3 | ID: apple_373342_3727_373343 | Sim: 0.7351]
Customer: I have tried all of those steps
AppleSupport: @204469 Thanks for trying those steps. Let's continue in DM. https://t.co/GDrqU22YpT",apple_300077_2866_300078,0.7902,Yeah i've tried those steps and still nothing.,@187556 OK. Send us a DM and we'll take a closer look. https://t.co/GDrqU22YpT,apple_2627728_26059_2627729,0.7357,"Hmm, no luck so far. I tried the steps a couple of times. Any other suggestions?",@742170 Let's dig into this a bit further. DM us what software version you're on. https://t.co/GDrqU22YpT,apple_373342_3727_373343,0.7351,I have tried all of those steps,@204469 Thanks for trying those steps. Let's continue in DM. https://t.co/GDrqU22YpT,"I’m sorry to hear the troubleshooting steps haven't resolved this. At this point, I recommend connecting directly with an Apple Support specialist who can look into your device and assist you further.",5,True,Polite inquiry or specialist handoff,,YES,5,"Evidence and the actual conversation both explicitly confirm the customer already tried the given steps without success, directly supporting escalation to DM/specialist."
158,apple_2783273_27325,auto_handle,iOS / Software,"AppleSupport: @777194 Certainly not what we want you to experience on your awesome new iPhone X. Do you recall the version of iOS 11 you updated to when this began? Is it stuttering continuously in Messages and Home screen? Have you taken any troubleshooting steps to address this?
Customer: @AppleSupport IOS 11.1.2 #latest realised so far, it’s stuttering most of the time after #FaceID and no I haven’t done any troubleshooting, many thanks
AppleSupport: @777194 Got it. Let's start with restarting your iPhone. This can resolve many issues. If you're still seeing this stutter, send us a screen recording of this issue in DM. This link shows how to do this: [LINK] DM us here: [LINK]
Customer: @AppleSupport Restarting already done at least 3 times today and it’s really hard to get screen recording as it’s suddenly happened and back to normal after couple of seconds
AppleSupport: @777194 Thank you. Does the issue happen immediately after restarting the device, or after unlocking and using it for a period of time? Please DM us your answer, and we'll meet you there to continue. [LINK]
Customer: @AppleSupport It’s happened since I upgraded to the latest IOS and WhatsApp having this issue since I got my phone , brought it to the Genius Bar and they said it will be resolved when you receive the update notification but it’s getting worse since this morning","[Case 1 | ID: apple_2783273_27326_2783269 | Sim: 0.9032]
Customer: IOS 11.1.2 #latest realised so far, it’s stuttering most of the time after #FaceID and no I haven’t done any troubleshooting, many thanks
AppleSupport: @777194 Got it. Let's start with restarting your iPhone. This can resolve many issues. If you're still seeing this stutter, send us a screen recording of this issue in DM. This link shows how to do this: https://t.co/4LuYBB7Kns DM us here: https://t.co/GDrqU22YpT

[Case 2 | ID: apple_235261_2048_235272 | Sim: 0.7295]
Customer: Good morning. I did the latest update on IOS 11 and my phone horribly stutters and jumps during scrolling. I did all the factory resets, cleaned it out etc Thank you
AppleSupport: @281091 Let's take a closer look at this together. Please DM us and we can go from there. https://t.co/GDrqU22YpT

[Case 3 | ID: apple_2814552_27589_2814553 | Sim: 0.6764]
Customer: Ios 11.1.2 ..in all apps ..the behavior of the ipad is so slow and and stuttering like said before ...in ios 10.3.3 every thing was smooth and satisfactory
AppleSupport: @784688 Alright, just to confirm, do you have any pending app updates available in the App Store? Let us know via DM what country you're currently located in as well. https://t.co/GDrqU22YpT",apple_2783273_27326_2783269,0.9032,"IOS 11.1.2 #latest realised so far, it’s stuttering most of the time after #FaceID and no I haven’t done any troubleshooting, many thanks","@777194 Got it. Let's start with restarting your iPhone. This can resolve many issues. If you're still seeing this stutter, send us a screen recording of this issue in DM. This link shows how to do this: https://t.co/4LuYBB7Kns DM us here: https://t.co/GDrqU22YpT",apple_235261_2048_235272,0.7295,"Good morning. I did the latest update on IOS 11 and my phone horribly stutters and jumps during scrolling. I did all the factory resets, cleaned it out etc Thank you",@281091 Let's take a closer look at this together. Please DM us and we can go from there. https://t.co/GDrqU22YpT,apple_2814552_27589_2814553,0.6764,Ios 11.1.2 ..in all apps ..the behavior of the ipad is so slow and and stuttering like said before ...in ios 10.3.3 every thing was smooth and satisfactory,"@784688 Alright, just to confirm, do you have any pending app updates available in the App Store? Let us know via DM what country you're currently located in as well. https://t.co/GDrqU22YpT","We understand you're experiencing an issue with iOS / Software. Here is standard guidance from Apple Support: Got it. Let's start with restarting your iPhone. This can resolve many issues. If you're still seeing this stutter, send us a screen recording of this issue in DM. This link shows how to do this: DM us here: If the issue persists, please let us know!",5,True,Standard troubleshooting guidance from Apple Support interaction,,YES,5,Response matches top-matched Case 1 verbatim (restart instructions + screen-recording request) and matches the actual stuttering-iPhone conversation almost word for word.
171,apple_2686673_26407,auto_handle,iCloud / Backup / Data,"AppleSupport: @755512 Let's look into this together. Have you tried these steps? [LINK]
Customer: @AppleSupport Tried iTunes restore and now it’s working fine. Thanks for the support.
AppleSupport: @755512 We're very happy that you were able to resolve it. Don't ever hesitate if you have any questions or concerns.","[Case 1 | ID: apple_1293774_12573_1293778 | Sim: 0.8232]
Customer: The problem is solved ! I installed itunes through Apple Software! Thank you for your answers anyway!
AppleSupport: @422552 Glad to hear it's resolved! Feel free to reach out here if you have concerns in the future.

[Case 2 | ID: apple_2346043_23421_2346044 | Sim: 0.8168]
Customer: I got it to work after closing iTunes and restarting my computer. If it happens again I will DM you. Thanks for the quick response!
AppleSupport: @678374 We are happy to hear all is working as expected again. Enjoy the rest of your day.

[Case 3 | ID: apple_1560028_15071_1560027 | Sim: 0.8166]
Customer: All good now . Uninstalled iTunes and reinstalled now it’s workin again .
AppleSupport: @454566 Perfect. We are glad to hear that things are now working for you again.",apple_1293774_12573_1293778,0.8232,The problem is solved ! I installed itunes through Apple Software! Thank you for your answers anyway!,@422552 Glad to hear it's resolved! Feel free to reach out here if you have concerns in the future.,apple_2346043_23421_2346044,0.8168,I got it to work after closing iTunes and restarting my computer. If it happens again I will DM you. Thanks for the quick response!,@678374 We are happy to hear all is working as expected again. Enjoy the rest of your day.,apple_1560028_15071_1560027,0.8166,All good now . Uninstalled iTunes and reinstalled now it’s workin again .,@454566 Perfect. We are glad to hear that things are now working for you again.,"We understand you're experiencing an issue with iCloud / Backup / Data. Here is standard guidance from Apple Support: Glad to hear it's resolved! Feel free to reach out here if you have concerns in the future. If the issue persists, please let us know!",5,True,Standard troubleshooting guidance from Apple Support interaction,,YES,5,Response matches top-matched Case 1 verbatim ('glad to hear it's resolved') and matches the actual resolved iTunes-restore conversation.
172,apple_938111_9183,escalate,iOS / Software,"AppleSupport: @342368 We can help. Tell us what you'e experiencing and we'll get started.
Customer: @AppleSupport @342368 Due to the update, for the first time ever I looked into getting a Samsung.","[Case 1 | ID: apple_2862146_27914_2862142 | Sim: 0.6737]
Customer: Updated I.T this morning ! Tried to make a keyboard shortcut and everything. Too many updates! Many people are saying Samsung is the better option! Rotten apple!
AppleSupport: @784964 Try resetting the Keyboard Dictionary, then do a normal restart of the device & test it. Please let us know if this resolves your issue. How to reset the Keyboard Dictionary: Settings > General > Reset > Keyboard Dictionary Normal restart: https://t.co/OWRDHWSt4h

[Case 2 | ID: apple_907501_8930_907502 | Sim: 0.6323]
Customer: The latest one, I thought that updating my phone would help but it hasn’t.
AppleSupport: @335501 Does this happen when using any specific app, or does it appear to be random? Which model iPhone do you have? Let us know in DM. https://t.co/GDrqU22YpT

[Case 3 | ID: apple_2287753_22485_2287754 | Sim: 0.6172]
Customer: The latest one and it was a mistake to update it because ever since the upgrade my entire phone has been glitching.
AppleSupport: @664682 Thanks. Could you let us know specifically what issues you currently have with the device? Send us a DM. https://t.co/GDrqU22YpT",apple_2862146_27914_2862142,0.6737,Updated I.T this morning ! Tried to make a keyboard shortcut and everything. Too many updates! Many people are saying Samsung is the better option! Rotten apple!,"@784964 Try resetting the Keyboard Dictionary, then do a normal restart of the device & test it. Please let us know if this resolves your issue. How to reset the Keyboard Dictionary: Settings > General > Reset > Keyboard Dictionary Normal restart: https://t.co/OWRDHWSt4h",apple_907501_8930_907502,0.6323,"The latest one, I thought that updating my phone would help but it hasn’t.","@335501 Does this happen when using any specific app, or does it appear to be random? Which model iPhone do you have? Let us know in DM. https://t.co/GDrqU22YpT",apple_2287753_22485_2287754,0.6172,The latest one and it was a mistake to update it because ever since the upgrade my entire phone has been glitching.,@664682 Thanks. Could you let us know specifically what issues you currently have with the device? Send us a DM. https://t.co/GDrqU22YpT,"I’m sorry to hear the troubleshooting steps haven't resolved this. At this point, I recommend connecting directly with an Apple Support specialist who can look into your device and assist you further.",5,True,Polite inquiry or specialist handoff,,NO,2,"Actual conversation shows the customer hasn't yet described a specific problem (just says they considered switching phones), so there's no failed troubleshooting to escalate; evidence involves customers who already described concrete issues."
175,apple_667028_6677,clarify,Other / General,"AppleSupport: @278947 We recently released an iOS update, 11.1.2, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: [LINK]
Customer: @AppleSupport @278947 Buuuurrrnn hahaha","[Case 1 | ID: apple_1288232_12533_1288237 | Sim: 0.4883]
Customer: Duuuhhh
AppleSupport: @421308 We're glad to hear you're running iOS 11.0.3. Please DM us and we can go from there. https://t.co/GDrqU22YpT

[Case 2 | ID: apple_2408471_24067_2408472 | Sim: 0.4072]
Customer: Thaaaaaaanks! 🤗
AppleSupport: @692556 You bet. Let us know if you need anything else.

[Case 3 | ID: apple_1543545_14952_1543546 | Sim: 0.4065]
Customer: Thaaaaank yoooou
AppleSupport: @435251 You're welcome! If you need any additional support, please let us know.",apple_1288232_12533_1288237,0.4883,Duuuhhh,@421308 We're glad to hear you're running iOS 11.0.3. Please DM us and we can go from there. https://t.co/GDrqU22YpT,apple_2408471_24067_2408472,0.4072,Thaaaaaaanks! 🤗,@692556 You bet. Let us know if you need anything else.,apple_1543545_14952_1543546,0.4065,Thaaaaank yoooou,"@435251 You're welcome! If you need any additional support, please let us know.","Could you please clarify which device, app, or feature is experiencing the issue?",5,True,Polite inquiry or specialist handoff,,NO,2,"Evidence is mixed (one DM-continuation case, two closing 'thanks' cases), but the actual customer reply is a non-informative joke ('Buuuurrrnn hahaha'), which doesn't clearly match either evidence pattern, so the generic clarifying question is only weakly supported."
179,apple_1704600_17067,auto_handle,Other / General,"AppleSupport: @516681 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport So in order to fix this we have to take 3 steps to get the letter eye? Bye. [LINK]","[Case 1 | ID: apple_1660026_16509_1660025 | Sim: 0.6660]
Customer: The letter “eye” is typing out like this I and it’s ridiculous
AppleSupport: @506422 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsGFo7

[Case 2 | ID: apple_1564055_15092_1564056 | Sim: 0.6329]
Customer: We can’t use the letter “eye” 😒 y’all know wtf going on
AppleSupport: @482972 We can help. Check out this article for assistance: https://t.co/xU1AGHStV6

[Case 3 | ID: apple_52989_616_52988 | Sim: 0.6233]
Customer: The letter eye
AppleSupport: @127938 Thanks for reaching out. DM which specific iOS version you are suing at this time so we can help. https://t.co/GDrqU22YpT",apple_1660026_16509_1660025,0.666,The letter “eye” is typing out like this I and it’s ridiculous,@506422 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsGFo7,apple_1564055_15092_1564056,0.6329,We can’t use the letter “eye” 😒 y’all know wtf going on,@482972 We can help. Check out this article for assistance: https://t.co/xU1AGHStV6,apple_52989_616_52988,0.6233,The letter eye,@127938 Thanks for reaching out. DM which specific iOS version you are suing at this time so we can help. https://t.co/GDrqU22YpT,"We understand you're experiencing an issue with Other / General. Here is standard guidance from Apple Support: Here’s what you can do to work around the issue until it’s fixed in a future software update: If the issue persists, please let us know!",3,False,General advice,Specific menu action,YES,5,"Response matches top-matched Case 1 verbatim ('here's what you can do to work around the issue'). Disagree with automated llm_evidence_judge (3/False, flagged 'specific menu action') -- the generated text contains no menu path beyond what's in the top evidence."
180,apple_781849_7547,escalate,Other / General,"AppleSupport: @306652 Let's get you connected to our Final Cut Pro team. Please use this link to get in contact with them: [LINK]
Customer: @AppleSupport Why? You only offer the option for me to call you and from what I can tell, all you'll tell me is I should film in the old codecs.","[Case 1 | ID: apple_44624_541_44625 | Sim: 0.4581]
Customer: I can’t because it sends a code to the phone I can’t use??
AppleSupport: @125905 Do you have access to a computer? If so, you can log into your Apple ID account page to make these changes shown in the guide.

[Case 2 | ID: apple_2314096_23200_2314097 | Sim: 0.3959]
Customer: I cannot make or receive calls, some videos will inexplicably not have sound, phone will go to lock screen when I haven’t touched the phone
AppleSupport: @671030 Let's take a closer look starting with the calls. Currently what happens when you try to make or receive a call?

[Case 3 | ID: apple_1867137_18843_1867138 | Sim: 0.3916]
Customer: Camera didn’t recognize bar code? One of the kind store associates helped me out, but frustrating experience.
AppleSupport: @557775 Does it appear to be working now? If not, let's pair up in DM to get a closer look at what happened here. https://t.co/GDrqU22YpT",apple_44624_541_44625,0.4581,I can’t because it sends a code to the phone I can’t use??,"@125905 Do you have access to a computer? If so, you can log into your Apple ID account page to make these changes shown in the guide.",apple_2314096_23200_2314097,0.3959,"I cannot make or receive calls, some videos will inexplicably not have sound, phone will go to lock screen when I haven’t touched the phone",@671030 Let's take a closer look starting with the calls. Currently what happens when you try to make or receive a call?,apple_1867137_18843_1867138,0.3916,"Camera didn’t recognize bar code? One of the kind store associates helped me out, but frustrating experience.","@557775 Does it appear to be working now? If not, let's pair up in DM to get a closer look at what happened here. https://t.co/GDrqU22YpT","I’m sorry to hear the troubleshooting steps haven't resolved this. At this point, I recommend connecting directly with an Apple Support specialist who can look into your device and assist you further.",5,True,Polite inquiry or specialist handoff,,NO,2,"Actual conversation shows Apple already provided a specialist referral (Final Cut Pro team) and the customer is pushing back on that; evidence covers unrelated topics (account access, calls, camera), so it only weakly supports this specific escalate response."
186,apple_2149179_21272,clarify,Other / General,"AppleSupport: @631651 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport THANK U","[Case 1 | ID: apple_2813602_27582_2813600 | Sim: 1.0000]
Customer: Thank u
AppleSupport: @784486 You're welcome. Keep us posted on the results, please.

[Case 2 | ID: apple_2280670_22244_2280671 | Sim: 1.0000]
Customer: Thank u
AppleSupport: @662980 You're very welcome. Don't hesitate to reach out to us if you run into any other issues.

[Case 3 | ID: apple_1470004_14303_1470005 | Sim: 1.0000]
Customer: Thank u
AppleSupport: @461194 Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT",apple_2813602_27582_2813600,1.0,Thank u,"@784486 You're welcome. Keep us posted on the results, please.",apple_2280670_22244_2280671,1.0,Thank u,@662980 You're very welcome. Don't hesitate to reach out to us if you run into any other issues.,apple_1470004_14303_1470005,1.0,Thank u,@461194 Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT,"Could you please clarify which device, app, or feature is experiencing the issue?",5,True,Polite inquiry or specialist handoff,,NO,2,"Evidence is mixed for a 'Thank u' message (two closing acknowledgments, one 'let's look at this, DM'); the majority pattern is a closing exchange, so the generic clarifying question is only weakly supported."
187,apple_23078_260,auto_handle,Other / General,"AppleSupport: @121027 This is not an expected nor does it sound normal. We can understand your view on this and would like to take a closer look. Can you let us know where this heat seems originate on the Mac? Send us a DM. [LINK]
Customer: @AppleSupport Thank you for the prompt reply. I appreciate it, and have DM'd.","[Case 1 | ID: apple_877724_8611_877723 | Sim: 0.7225]
Customer: I have DM’d you. Look forward to a response.
AppleSupport: @296179 We've gotten it and will continue with you there. Be on the lookout for our message. Thanks!

[Case 2 | ID: apple_1332748_12773_1332747 | Sim: 0.7060]
Customer: Thanks for the response. I have sent a DM
AppleSupport: @430904 Thanks! We'll meet you there to continue assisting. Watch your inbox for our reply. Thanks again!

[Case 3 | ID: apple_2921562_28357_2921566 | Sim: 0.7059]
Customer: I finally got a reply to my DM. Thanks!
AppleSupport: @808571 We're still not showing as having received a DM from you. Privacy and security is very important to us, select the link included in this message to join us there. https://t.co/GDrqU22YpT",apple_877724_8611_877723,0.7225,I have DM’d you. Look forward to a response.,@296179 We've gotten it and will continue with you there. Be on the lookout for our message. Thanks!,apple_1332748_12773_1332747,0.706,Thanks for the response. I have sent a DM,@430904 Thanks! We'll meet you there to continue assisting. Watch your inbox for our reply. Thanks again!,apple_2921562_28357_2921566,0.7059,I finally got a reply to my DM. Thanks!,"@808571 We're still not showing as having received a DM from you. Privacy and security is very important to us, select the link included in this message to join us there. https://t.co/GDrqU22YpT","We understand you're experiencing an issue with Other / General. Here is standard guidance from Apple Support: We've gotten it and will continue with you there. Be on the lookout for our message. Thanks! If the issue persists, please let us know!",5,True,Standard troubleshooting guidance from Apple Support interaction,,YES,5,Response matches top-matched Case 1 verbatim ('we've gotten it and will continue with you there') and matches the actual conversation where the customer confirms they already DM'd.
193,apple_505193_4843,escalate,iOS / Software,"AppleSupport: @235827 We'd like to help with the performance on your iPhone 8. Could you tell us what is happening?
Customer: @AppleSupport iPhone 6+. Every app takes ages to open. I have done all the things suggested in forums including a factory re-set. No improvement whatsoever. The degradation in performance occurred immediately following the last upgrade.
AppleSupport: @235827 Let's look into this a bit closer. Join us in DM using this link: [LINK]","[Case 1 | ID: apple_922093_9009_922094 | Sim: 0.7649]
Customer: iPhone 6 running last version of iOS10 became terribly and unusually slow.
AppleSupport: @338894 Thank you for letting us know. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT

[Case 2 | ID: apple_391219_3882_391220 | Sim: 0.7604]
Customer: iPhone 6 though plan to upgrade soon. Service has slowed significantly, battery drains much quicker, I often can’t open email or access internet, etc
AppleSupport: @208632 Let's partner together in DM where we can help with the behaviors you're running into, so you can enjoy iOS 11. https://t.co/GDrqU22YpT

[Case 3 | ID: apple_178654_1582_178666 | Sim: 0.7524]
Customer: New IOS made slower my iPhone 6
AppleSupport: @273764 We'd like to help out with your iPhone 6. Would you mind sending us a DM with more information? https://t.co/GDrqU22YpT",apple_922093_9009_922094,0.7649,iPhone 6 running last version of iOS10 became terribly and unusually slow.,@338894 Thank you for letting us know. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT,apple_391219_3882_391220,0.7604,"iPhone 6 though plan to upgrade soon. Service has slowed significantly, battery drains much quicker, I often can’t open email or access internet, etc","@208632 Let's partner together in DM where we can help with the behaviors you're running into, so you can enjoy iOS 11. https://t.co/GDrqU22YpT",apple_178654_1582_178666,0.7524,New IOS made slower my iPhone 6,@273764 We'd like to help out with your iPhone 6. Would you mind sending us a DM with more information? https://t.co/GDrqU22YpT,"I’m sorry to hear the troubleshooting steps haven't resolved this. At this point, I recommend connecting directly with an Apple Support specialist who can look into your device and assist you further.",5,True,Polite inquiry or specialist handoff,,YES,5,"Evidence (iPhone 6 slow after iOS update, DM offered) closely matches the actual performance-degradation conversation and the specialist/DM escalation."
195,apple_1964010_19605,escalate,Apple ID / Account,"AppleSupport: @176635 This email is missing some information that would be in an email from us. You can view more info here: [LINK]
Customer: @AppleSupport I changed my email password . Is there anything else I can do ?
AppleSupport: @176635 We know your account is important and we want to help you ensure everything is as secure as possible. DM us and we'll go from there. [LINK]
Customer: @AppleSupport @176635 is there any official site to buy #Iphone through online site?
AppleSupport: @508332 We want to help. Please tell us more about what you're trying to do via DM. [LINK]","[Case 1 | ID: apple_620143_6157_620144 | Sim: 0.6248]
Customer: My iPhone..it keeps wanting me to put my password in for my exchange account then it says it’s wrong. I can’t even reset it through my actual email website.
AppleSupport: @267186 Understood. Have you tried reaching out to your email service provider since you're having issues with their website as well?

[Case 2 | ID: apple_146741_1257_146740 | Sim: 0.6076]
Customer: I’m trying to buy the iPhone X but the site won’t let me buy it says we’re updating a few things
AppleSupport: @149317 We're sorry to hear you're having an issue with your order. Our Sales Support team would be happy to assist you. You can reach out to them directly at https://t.co/8yjRd1Xo0i .

[Case 3 | ID: apple_582770_5678_582771 | Sim: 0.5876]
Customer: yes. but I purchased on an old Apple ID that was recently hacked and we cannot recover because my parents don't know the password & whoever hacked it changed the email & recovery email. So I'm logged in on my new apple account
AppleSupport: @257414 App purchases are tied to the Apple ID and not the device. Have you spoken with our Account Security Team? You can reach them here: https://t.co/IBIY3vMgPj",apple_620143_6157_620144,0.6248,My iPhone..it keeps wanting me to put my password in for my exchange account then it says it’s wrong. I can’t even reset it through my actual email website.,@267186 Understood. Have you tried reaching out to your email service provider since you're having issues with their website as well?,apple_146741_1257_146740,0.6076,I’m trying to buy the iPhone X but the site won’t let me buy it says we’re updating a few things,@149317 We're sorry to hear you're having an issue with your order. Our Sales Support team would be happy to assist you. You can reach out to them directly at https://t.co/8yjRd1Xo0i .,apple_582770_5678_582771,0.5876,yes. but I purchased on an old Apple ID that was recently hacked and we cannot recover because my parents don't know the password & whoever hacked it changed the email & recovery email. So I'm logged in on my new apple account,@257414 App purchases are tied to the Apple ID and not the device. Have you spoken with our Account Security Team? You can reach them here: https://t.co/IBIY3vMgPj,"I’m sorry to hear the troubleshooting steps haven't resolved this. At this point, I recommend connecting directly with an Apple Support specialist who can look into your device and assist you further.",5,True,Polite inquiry or specialist handoff,,YES,4,"Evidence covers similar account-security and specialist-referral scenarios (password issues, sales/account security teams); the actual conversation's account-related exchange fits this general escalation pattern."
