gold_id,conversation_id,length_bucket,conversation_length,conversation_context,first_customer_message,latest_customer_message,proposed_intent,intent_confidence,proposed_escalate,proposed_escalation_reason,human_intent,human_escalate,human_escalation_reason,review_status,review_notes
88,apple_1336271_12810,short,2,"AppleSupport: @431720 Use the link to get over to our Sales Support. They'll be the best ones to help confirm the order: [LINK]
Customer: @AppleSupport I got an order confirmed but why wouldn't your store let me in for the first 10 minutes last night? I'd prepped everything and am locked out until late November. Meanwhile my wife ordered from AT&amp;T this morning (8 hours later) and will get her phone earlier.",@AppleSupport I got an order confirmed but why wouldn't your store let me in for the first 10 minutes last night? I'd prepped everything and am locked out until late November. Meanwhile my wife ordered from AT&amp;T this morning (8 hours later) and will get her phone earlier.,@AppleSupport I got an order confirmed but why wouldn't your store let me in for the first 10 minutes last night? I'd prepped everything and am locked out until late November. Meanwhile my wife ordered from AT&amp;T this morning (8 hours later) and will get her phone earlier.,Other / General,LOW,NO,Standard support issue,Apple ID / Account,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Apple ID / Account'; escalation flag confirmed.
89,apple_2727028_26766,long,7,"AppleSupport: @331949 We're glad to help. Does this happen with more than one cable? Also, are you using the cable that came with your device?
Customer: @AppleSupport Yes it is the cable that came with the device and I have been using it for over a year now, and I wasn't having such issues until yesterday
AppleSupport: @331949 Have you tested another cable to see if the problem can be reproduced?
Customer: @AppleSupport I have only one cable charger and that is the one that came with the ipad
AppleSupport: @331949 Alright, thanks. Let’s follow the steps at the bottom of this article: [LINK] If you need further assistance, DM us. [LINK]
Customer: @AppleSupport Well I tried some tips I got and it started charging at 20% for more than 30 minutes now, it's gone down to 19%. I don't understand why.
AppleSupport: @331949 Thanks for keeping us updated. Can you tell us how you’re charging your iPhone? For example, a wall outlet, computer, or a different way? Direct Message us your reply using the link below: [LINK]","@AppleSupport Yes it is the cable that came with the device and I have been using it for over a year now, and I wasn't having such issues until yesterday","@AppleSupport Well I tried some tips I got and it started charging at 20% for more than 30 minutes now, it's gone down to 19%. I don't understand why.",Battery / Charging,HIGH,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
90,apple_1509358_14637,medium,3,"AppleSupport: @301234 Excellent question. Change the units from within the Weather app itself. Use this for more help: [LINK]
Customer: @AppleSupport Thanks. We can only change temperature unit. I want to change Wind speed and visibility to kilometers. Is it possible?
AppleSupport: @301234 This currently isn't an option, but you can provide feedback here: [LINK]",@AppleSupport Thanks. We can only change temperature unit. I want to change Wind speed and visibility to kilometers. Is it possible?,@AppleSupport Thanks. We can only change temperature unit. I want to change Wind speed and visibility to kilometers. Is it possible?,Other / General,LOW,NO,Standard support issue,App Issue,NO,,REVIEWED,Intent corrected from 'Other / General' to 'App Issue'; escalation flag confirmed.
91,apple_644163_6374,medium,3,"AppleSupport: Skip a song without skipping a step. Just swipe left to control your music on #AppleWatch in watchOS 4. [LINK]
Customer: @AppleSupport Why are my Apple devices falling apart with the update. My phone can’t play podcasts anymore and my watch is unresponsive to touch in dock
AppleSupport: @460473 We certainly want you to be able to enjoy both devices. Let's work to get this resolved. What versions of OS are installed?",@AppleSupport Why are my Apple devices falling apart with the update. My phone can’t play podcasts anymore and my watch is unresponsive to touch in dock,@AppleSupport Why are my Apple devices falling apart with the update. My phone can’t play podcasts anymore and my watch is unresponsive to touch in dock,iOS / Software,MEDIUM,NO,Standard support issue,Music / Media,NO,,REVIEWED,Intent corrected from 'iOS / Software' to 'Music / Media'; escalation flag confirmed.
92,apple_1539336_14895,long,5,"AppleSupport: @477151 Hey, we want to help you get your Mac back up and running smoothly. Does this happen while using any apps in particular?
Customer: @AppleSupport Mostly when I use Jupyter in Opera, with local Python. I have not had such a problem when I had El Capitan.
AppleSupport: @477151 Alright, good to know. Have you checked to make sure that you've installed all available app updates via the App Store?
Customer: @AppleSupport Update: it has been two days since I update to 10.13.1 and have not had the issue yet!
AppleSupport: @477151 Glad to hear everything is working. Feel free to reach out if you need help with anything else.","@AppleSupport Mostly when I use Jupyter in Opera, with local Python. I have not had such a problem when I had El Capitan.",@AppleSupport Update: it has been two days since I update to 10.13.1 and have not had the issue yet!,iOS / Software,HIGH,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
93,apple_2277712_22119,medium,3,"AppleSupport: @662351 We'd be happy to help you with your iPhone. How long has this been happening? Have you followed the steps here: [LINK]
Customer: @AppleSupport I did a reboot at first, but it didn't solve it, so I did a reset but still nothing. I think it's a hardware problem, caused by heat (30° to 35° in my country and sometimes +40° when there are fire + usage = +40° to +45° celsius) even the speakers on the load side, have let go.
AppleSupport: @662351 We'd like to take a further look at this with you. Please meet us in DM to continue. [LINK]","@AppleSupport I did a reboot at first, but it didn't solve it, so I did a reset but still nothing. I think it's a hardware problem, caused by heat (30° to 35° in my country and sometimes +40° when there are fire + usage = +40° to +45° celsius) even the speakers on the load side, have let go.","@AppleSupport I did a reboot at first, but it didn't solve it, so I did a reset but still nothing. I think it's a hardware problem, caused by heat (30° to 35° in my country and sometimes +40° when there are fire + usage = +40° to +45° celsius) even the speakers on the load side, have let go.",Device / Hardware,HIGH,YES,Issue remains unresolved after troubleshooting,Device / Hardware,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent confirmed; escalation flag confirmed.
94,apple_2691820_26484,short,2,"AppleSupport: @520741 We'd like to look into your issue with you. Send us a DM using the link below and we'll take it from there. [LINK]
Customer: @AppleSupport Sent",@AppleSupport Sent,@AppleSupport Sent,Other / General,LOW,YES,Insufficient actionable context,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
95,apple_2043276_20291,short,2,"AppleSupport: @604238 We can certainly help to look into your concerns. Please reach out to us in DM &amp; we'll be glad to help there. [LINK]
Customer: @AppleSupport YOU'RE AWESOME! Thanks!!!",@AppleSupport YOU'RE AWESOME! Thanks!!!,@AppleSupport YOU'RE AWESOME! Thanks!!!,Other / General,LOW,YES,Insufficient actionable context,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
96,apple_960724_9458,medium,3,"AppleSupport: @347987 This is certainly not the behavior we want you to experience. Could you tell us which iOS 11 version you're using?
Customer: @AppleSupport @347987 11.0.3 and the battery life is AWFUL
AppleSupport: @347986 Let's help. Please DM us and we can go from there together. [LINK]",@AppleSupport @347987 11.0.3 and the battery life is AWFUL,@AppleSupport @347987 11.0.3 and the battery life is AWFUL,Battery / Charging,HIGH,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
97,apple_1258923_12324,short,2,"AppleSupport: @414985 We want to look deeper into this with you. DM us with more detail and we'll continue there. [LINK]
Customer: @AppleSupport I visited an Apple Store at Fifth Avenue yesterday with a friend. The Genius Bar host (guy who checks in people) was very rude to us, twice","@AppleSupport I visited an Apple Store at Fifth Avenue yesterday with a friend. The Genius Bar host (guy who checks in people) was very rude to us, twice","@AppleSupport I visited an Apple Store at Fifth Avenue yesterday with a friend. The Genius Bar host (guy who checks in people) was very rude to us, twice",Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
98,apple_1002283_9830,short,2,"AppleSupport: @357257 That's not the experience we want you to have. Can you tell us a bit more about what's going on?
Customer: @AppleSupport If I had to feedback... I don’t like getting updates &amp; then having to reset all my settings because they’ve changed to new format/operation",@AppleSupport If I had to feedback... I don’t like getting updates &amp; then having to reset all my settings because they’ve changed to new format/operation,@AppleSupport If I had to feedback... I don’t like getting updates &amp; then having to reset all my settings because they’ve changed to new format/operation,Settings / Features,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Settings / Features' to 'iOS / Software'; escalation flag confirmed.
99,apple_810319_7826,medium,4,"AppleSupport: In iOS 11 on #iPad, all of your files are now in one handy place. Here's a look at the new Files app. Learn more [LINK] [LINK]
Customer: @AppleSupport My timeline is still back to front.
AppleSupport: @314070 We'd but happy to help, but can you detail which timeline is incorrect?
Customer: @AppleSupport Twitter after the ios11 update. Twitter support not responding so I wondered if you had any ideas. Twitter doesn’t go to last place I looked",@AppleSupport My timeline is still back to front.,@AppleSupport Twitter after the ios11 update. Twitter support not responding so I wondered if you had any ideas. Twitter doesn’t go to last place I looked,App Issue,HIGH,NO,Standard support issue,iOS / Software,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent corrected from 'App Issue' to 'iOS / Software'; escalation flag changed from NO to YES.
100,apple_927567_9074,medium,3,"AppleSupport: @340073 We can get to the bottom of this together. To begin, can you tell us what version of iOS 11 you're using?
Customer: @AppleSupport 11.0.2. My screen even freezes up sometime
AppleSupport: @340073 We'd like to know a little more about the issues you're experiencing. DM and we'll go from there.",@AppleSupport 11.0.2. My screen even freezes up sometime,@AppleSupport 11.0.2. My screen even freezes up sometime,Device / Hardware,MEDIUM,NO,Standard support issue,Device / Hardware,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
101,apple_2271615_22030,medium,3,"AppleSupport: @270089 Are you using the original Apple charger? Are you plugging your phone in to a wall outlet, or some other power source? These questions should give us a great start to resolve the issue with you.
Customer: @AppleSupport Yes and outlet
AppleSupport: @270089 Great. We'd like to have you go through the steps in the link and DM us if the issues continues: [LINK] [LINK]",@AppleSupport Yes and outlet,@AppleSupport Yes and outlet,Other / General,LOW,YES,Insufficient actionable context,Battery / Charging,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Battery / Charging'; escalation flag changed from YES to NO.
102,apple_1956304_19534,medium,3,"AppleSupport: @580581 We'll help. Tap Settings &gt; Photos. Is iCloud Photos enabled? Have you tried restarting? [LINK]
Customer: @AppleSupport Yes it is enabled. Now I disabled
AppleSupport: @580581 Good to know. Does this issue continue after? Also, have you had the chance to do a normal restart of the device yet?",@AppleSupport Yes it is enabled. Now I disabled,@AppleSupport Yes it is enabled. Now I disabled,Other / General,LOW,NO,Standard support issue,iCloud / Backup / Data,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iCloud / Backup / Data'; escalation flag confirmed.
103,apple_1690470_16823,short,2,"AppleSupport: @513208 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport @513208 This is stupid and disgraceful from an innovative IT company",@AppleSupport @513208 This is stupid and disgraceful from an innovative IT company,@AppleSupport @513208 This is stupid and disgraceful from an innovative IT company,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
104,apple_1746881_17561,long,5,"AppleSupport: @526638 That's not expected, but we can help! Which iPhone do you have and what version of iOS is installed currently?
Customer: @AppleSupport Hey, I really hope you can help! I have the 6s and iOS11.1 I believe.
AppleSupport: @526638 Thanks for that info. Can you tell us more about what exactly you've been experiencing?
Customer: @AppleSupport My phone is dying with usage that normally would last all day
AppleSupport: @526638 Let's see if we can't isolate what's causing that. DM us and we'll continue from there. [LINK]","@AppleSupport Hey, I really hope you can help! I have the 6s and iOS11.1 I believe.",@AppleSupport My phone is dying with usage that normally would last all day,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
105,apple_2960121_28570,medium,3,"AppleSupport: @816976 For further assistance with you order we'd recommend reaching out to our experts here: [LINK]
Customer: @AppleSupport Thank you at least I got a reply from you guys
AppleSupport: @816976 No problem. Don't hesitate to reach back out in the future if you need anything else. [LINK]",@AppleSupport Thank you at least I got a reply from you guys,@AppleSupport Thank you at least I got a reply from you guys,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
106,apple_2615237_25925,medium,3,"AppleSupport: @739245 We know you need to stay in contact with family and friends with FaceTime and we'll be glad to help you with this. What happens when you try to use it? We have some steps located here that can help: [LINK]
Customer: @AppleSupport i dont get calls and i cant open facetime... constantly the app is not responding
AppleSupport: @739245 Can you let us know what version number your Mac is running? This shows where to look: [LINK] Share that information with us DM and we'll continue there. [LINK]",@AppleSupport i dont get calls and i cant open facetime... constantly the app is not responding,@AppleSupport i dont get calls and i cant open facetime... constantly the app is not responding,Messages / Calling,MEDIUM,NO,Standard support issue,Messages / Calling,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
107,apple_2500855_24978,medium,3,"AppleSupport: @713421 Great question. If a iCloud backup was made on the old iPad before it was unable to power back on, you would be able to restore that backup to another iPad. Take a look at this link for more info on how to restore a backup: [LINK]
Customer: @AppleSupport Thanks! 👍 Any issues, pitfalls, or gotchas going from gen4 to 2017 model? Alternatively, is there a way to just pull data (eg photos) from the iCloud backup?
AppleSupport: @713421 That's a great question! You wouldn't be able to pull specific information from an iCloud backup; however, for example, if you had iCloud Photo Library enabled on the old iPad, and you enable iCloud Photo Library on the new iPad, all your photos will sync to the iPad.","@AppleSupport Thanks! 👍 Any issues, pitfalls, or gotchas going from gen4 to 2017 model? Alternatively, is there a way to just pull data (eg photos) from the iCloud backup?","@AppleSupport Thanks! 👍 Any issues, pitfalls, or gotchas going from gen4 to 2017 model? Alternatively, is there a way to just pull data (eg photos) from the iCloud backup?",iCloud / Backup / Data,HIGH,YES,Potentially sensitive data-recovery issue,iCloud / Backup / Data,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
108,apple_366020_3606,short,2,"AppleSupport: @202719 We want to help. Send us a DM and we can continue working with you frmo there. [LINK]
Customer: @AppleSupport I did jumped through all your hoops was told by @AppleSupport and @115858 that this wasn’t a burn and it’s just a skin irritation",@AppleSupport I did jumped through all your hoops was told by @AppleSupport and @115858 that this wasn’t a burn and it’s just a skin irritation,@AppleSupport I did jumped through all your hoops was told by @AppleSupport and @115858 that this wasn’t a burn and it’s just a skin irritation,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
109,apple_364716_3593,medium,3,"AppleSupport: @202411 Hi there. Are you connected to Wi-Fi? Check here for tips: [LINK] Which iPad Mini model do you have?
Customer: @AppleSupport I don't know it says there's a update and I clicked to get it but it's not working sometimes it says 1h to go
AppleSupport: @202411 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. [LINK]",@AppleSupport I don't know it says there's a update and I clicked to get it but it's not working sometimes it says 1h to go,@AppleSupport I don't know it says there's a update and I clicked to get it but it's not working sometimes it says 1h to go,iOS / Software,MEDIUM,YES,Issue remains unresolved after troubleshooting,iOS / Software,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent confirmed; escalation flag confirmed.
110,apple_768263_7460,medium,3,"AppleSupport: @303487 We'd like to look into this with you. To get started, let us know which device you're using.
Customer: @AppleSupport iPhone 7 Plus
AppleSupport: @303487 We’d like to look further into this with you. Please send us a DM letting us know which software version you’re using. [LINK]",@AppleSupport iPhone 7 Plus,@AppleSupport iPhone 7 Plus,Other / General,LOW,YES,Insufficient actionable context,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
111,apple_1146118_11207,medium,3,"AppleSupport: @389763 Battery life is important. We're here for you. Which device are you experiencing this on, and what software version is it running?
Customer: @AppleSupport iPhone 6s and the latest software.
AppleSupport: @389763 Got it. DM us the exact iOS software version from Settings &gt; General &gt; About &gt; Version. We'll meet you there. [LINK]",@AppleSupport iPhone 6s and the latest software.,@AppleSupport iPhone 6s and the latest software.,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
112,apple_522998_5066,medium,4,"AppleSupport: @173776 We're here for you! We've also received your DM messages and will continue from there.
Customer: @AppleSupport Battery is also draining like a hell. Plzzz tell me wat to do
AppleSupport: @173776 We're happy to help! Please check out [LINK] for help. If you need to update the iOS be sure to create a backup before beginning. DM us if you have additional questions. [LINK]
Customer: @AppleSupport Okay",@AppleSupport Battery is also draining like a hell. Plzzz tell me wat to do,@AppleSupport Okay,Battery / Charging,HIGH,NO,Standard support issue,Battery / Charging,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
113,apple_556085_5381,short,2,"AppleSupport: @249899 For customers in the US who are excited about Apple Pay Person to Person Payments and Apple Pay Cash, those features require iOS 11.2 and will begin rolling out early next week
Customer: @AppleSupport @249899 Thanx!!",@AppleSupport @249899 Thanx!!,@AppleSupport @249899 Thanx!!,Other / General,LOW,YES,Transaction or billing issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag changed from YES to NO.
114,apple_2972460_28679,short,2,"AppleSupport: @819833 We have a dedicated Apple TV team who can answer this for you, we’d like to help you reach out to them. You'll want to first create a support case on our website here: [LINK] Once you have a case number, you can schedule a call.
Customer: @AppleSupport Oh dear Apple Support...it was more of a yes/no question. If I have to make a support case to get a simple answer, why do I have this product?","@AppleSupport Oh dear Apple Support...it was more of a yes/no question. If I have to make a support case to get a simple answer, why do I have this product?","@AppleSupport Oh dear Apple Support...it was more of a yes/no question. If I have to make a support case to get a simple answer, why do I have this product?",Other / General,LOW,NO,Standard support issue,Messages / Calling,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Messages / Calling'; escalation flag confirmed.
115,apple_1405358_13617,long,6,"AppleSupport: On vacation and don't speak the language? Just ask Siri to translate for you. [LINK]
Customer: @AppleSupport When are you supporting Australian English?! ☹️
AppleSupport: @448489 Great question. You can manage Siri's voice and preferred language. For information on how to: [LINK]
Customer: @AppleSupport Yep know that, Siri translation doesn’t support Australian English &amp; I’m not changing phone to American English if that’s what you mean?
AppleSupport: @448489 Let us know if this is an intermittent issue with Siri, and if you've restarted yet? DM us to continue from here. [LINK]
Customer: @AppleSupport So this is a bug? [LINK]",@AppleSupport When are you supporting Australian English?! ☹️,@AppleSupport So this is a bug? [LINK],Settings / Features,MEDIUM,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent corrected from 'Settings / Features' to 'Other / General'; escalation flag confirmed.
116,apple_501522_4815,medium,3,"AppleSupport: @234825 Thanks for reaching out. When you say you did a ""factory reset"" to address this issue, what exactly did you do?
Customer: @AppleSupport I backed up all data on mac.Erased all data and settings.Set my iPhone as new iPhone checked 3D function but it was not working.Then recovered all data and settings from Mac and 3D Touch was working.Again after one day it started not working.
AppleSupport: @234825 Thanks so much for that information. We'd like to take a closer look. Please DM us about this and we'll continue there. [LINK]",@AppleSupport I backed up all data on mac.Erased all data and settings.Set my iPhone as new iPhone checked 3D function but it was not working.Then recovered all data and settings from Mac and 3D Touch was working.Again after one day it started not working.,@AppleSupport I backed up all data on mac.Erased all data and settings.Set my iPhone as new iPhone checked 3D function but it was not working.Then recovered all data and settings from Mac and 3D Touch was working.Again after one day it started not working.,Settings / Features,HIGH,YES,Potentially sensitive data-recovery issue,Settings / Features,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent confirmed; escalation flag confirmed.
117,apple_2276656_22093,long,9,"AppleSupport: @641917 Which update are you referring to? We just released iOS 11.1.1 today. Have you installed it yet? [LINK]
Customer: @AppleSupport Yes updated
AppleSupport: @641917 Perfect, thank you for letting us know. Did this resolve the issue for you?
Customer: @AppleSupport Nope
AppleSupport: @641917 Does this happen in one app specifically or all of your apps? After updating, have you had a moment to restart the device? Do you use more than one device with your iCloud account?
Customer: @AppleSupport On all apps including iMessage
AppleSupport: @641917 Let's look into this closer. Please send us a DM and tell us which steps you've tried before reaching out to us. [LINK]
Customer: @AppleSupport Bit worried now - it has frozen 5 times in last 24 hours and just turned itself off for 10 mins just now
AppleSupport: @641917 We'd like to continue with you. Send us a DM and let us know if you've tested any other steps prior to reaching out. That helps us to not repeat troubleshooting. [LINK]",@AppleSupport Yes updated,@AppleSupport Bit worried now - it has frozen 5 times in last 24 hours and just turned itself off for 10 mins just now,Messages / Calling,MEDIUM,NO,Standard support issue,Messages / Calling,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
118,apple_1519148_19835,short,2,"AppleSupport: @472348 We would like to look into this further with you. Please let us know in DM which iPhone you're using to get started. [LINK]
Customer: @AppleSupport @472348 All phones glitch, apple glitches far less than any android on the market.","@AppleSupport @472348 All phones glitch, apple glitches far less than any android on the market.","@AppleSupport @472348 All phones glitch, apple glitches far less than any android on the market.",Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
119,apple_2452188_24581,short,2,"AppleSupport: @702628 We're happy to look into this for you. DM us the details of the trouble you are experiencing here: [LINK]
Customer: @AppleSupport Thanks! As predicted, 10.13.1 seems to have taken care of a lot of things. Will DM if I see issues persist.","@AppleSupport Thanks! As predicted, 10.13.1 seems to have taken care of a lot of things. Will DM if I see issues persist.","@AppleSupport Thanks! As predicted, 10.13.1 seems to have taken care of a lot of things. Will DM if I see issues persist.",Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
120,apple_1230338_12093,medium,3,"AppleSupport: @408563 We're here to help. Check out this article and let us know if it helps: [LINK]
Customer: @AppleSupport My daughter tried to change her password and I guess she forgot what it was. I put on iTunes updated but I keep getting that message
AppleSupport: @408563 OK, let's continue to look into this in DM: [LINK]",@AppleSupport My daughter tried to change her password and I guess she forgot what it was. I put on iTunes updated but I keep getting that message,@AppleSupport My daughter tried to change her password and I guess she forgot what it was. I put on iTunes updated but I keep getting that message,Apple ID / Account,MEDIUM,NO,Standard support issue,Music / Media,NO,,REVIEWED,Intent corrected from 'Apple ID / Account' to 'Music / Media'; escalation flag confirmed.
121,apple_1164667_11454,long,5,"AppleSupport: @393965 We'd be happy to look into this with you! To begin, what iOS version are you currently on?
Customer: @AppleSupport iOS 11.0.3
AppleSupport: @393965 Do you use any other devices with the Activity App?
Customer: @AppleSupport My Apple Watch
AppleSupport: @393965 DM us using the link below. We'll work together from there. [LINK]",@AppleSupport iOS 11.0.3,@AppleSupport My Apple Watch,iOS / Software,HIGH,YES,Insufficient actionable context,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
122,apple_1588183_15487,medium,4,"AppleSupport: Don’t let daylight saving time throw you off. Set your #iPhone clock to fall back automatically. [LINK]
Customer: @AppleSupport Can I know who’s responsible for what happens to me today I lost all my data and all my photos due to the last update you released.
AppleSupport: @602217 That's certainly not what we like to hear and we'd like to see if we can help. Reach out to us via DM with more details. [LINK]
Customer: @AppleSupport I already to that but nothing will help I lost my amazing memory was taken in Dubai last month tell how I will get it back.",@AppleSupport Can I know who’s responsible for what happens to me today I lost all my data and all my photos due to the last update you released.,@AppleSupport I already to that but nothing will help I lost my amazing memory was taken in Dubai last month tell how I will get it back.,iOS / Software,MEDIUM,YES,Potentially sensitive data-recovery issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
123,apple_520286_5045,medium,3,"AppleSupport: @240082 We've released an update which should fix this issue. To install this version, iOS 11.1.2, make sure to create a backup and update using the steps here: [LINK] Let us know if we can help with anything else!
Customer: @AppleSupport Thanks dude!
AppleSupport: @240082 You bet! Let us know if you need help with anything else.",@AppleSupport Thanks dude!,@AppleSupport Thanks dude!,Other / General,LOW,YES,Insufficient actionable context,iCloud / Backup / Data,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iCloud / Backup / Data'; escalation flag changed from YES to NO.
124,apple_1061440_10387,medium,4,"AppleSupport: @370627 Let's work to get your battery life functioning normally. Which device is this happening on &amp; when did you update to iOS 11.0.3?
Customer: @AppleSupport iPhone SE
AppleSupport: @370627 Thanks! How long ago was it since you updated to iOS 11.0.3? Was it more than 48 hours ago?
Customer: @AppleSupport Updated day of release.",@AppleSupport iPhone SE,@AppleSupport Updated day of release.,iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
125,apple_1429688_13887,medium,3,"AppleSupport: Doing some research? Or planning a trip? Use two apps side by side with Split View on #iPad in iOS 11. Find out more [LINK] [LINK]
Customer: @AppleSupport Everything u sell will drop WiFi and is useless after a while. I’ve got 5 iPads 4 phones all burnt WiFi chips after your endless updates
AppleSupport: @548690 Certainly not expected behavior! Rest assured, we'd love to help with your iPad's Wi-Fi. Please DM us all about it to proceed. [LINK]",@AppleSupport Everything u sell will drop WiFi and is useless after a while. I’ve got 5 iPads 4 phones all burnt WiFi chips after your endless updates,@AppleSupport Everything u sell will drop WiFi and is useless after a while. I’ve got 5 iPads 4 phones all burnt WiFi chips after your endless updates,Connectivity,HIGH,NO,Standard support issue,Connectivity,YES,Customer expressing significant frustration,REVIEWED,Intent confirmed; escalation flag changed from NO to YES.
126,apple_328081_3190,medium,3,"AppleSupport: @194216 We'll be happy to assist. What device are you seeing this on? Have you tried multiple internet connections?
Customer: @AppleSupport iPhone SE and yes i have on 2 different wifi connections
AppleSupport: @194216 We'll be happy to assist as best we can. DM us and we'll continue from there. [LINK]",@AppleSupport iPhone SE and yes i have on 2 different wifi connections,@AppleSupport iPhone SE and yes i have on 2 different wifi connections,Connectivity,MEDIUM,NO,Standard support issue,Connectivity,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
127,apple_1590549_15517,short,2,"AppleSupport: @389228 We are here to help. DM us your iOS version and we can take a look at this for you. [LINK]
Customer: @AppleSupport Managed to get them all downloaded 5 hours later.",@AppleSupport Managed to get them all downloaded 5 hours later.,@AppleSupport Managed to get them all downloaded 5 hours later.,Other / General,LOW,NO,Standard support issue,App Issue,NO,,REVIEWED,Intent corrected from 'Other / General' to 'App Issue'; escalation flag confirmed.
128,apple_1180518_11642,medium,3,"AppleSupport: @397658 How long has this been going on? Have you made recent changes to your account?
Customer: @AppleSupport Just a password change
AppleSupport: @397658 Let's take a closer look. Here's a link to DM us. [LINK]",@AppleSupport Just a password change,@AppleSupport Just a password change,Apple ID / Account,MEDIUM,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent corrected from 'Apple ID / Account' to 'Other / General'; escalation flag confirmed.
129,apple_2321157_23257,short,2,"AppleSupport: @672653 We offer support via Twitter in English. Contact us for help in your preferred language here: [LINK]
Customer: @AppleSupport Canım hiç öpmim yılan sevmiyorum 😊",@AppleSupport Canım hiç öpmim yılan sevmiyorum 😊,@AppleSupport Canım hiç öpmim yılan sevmiyorum 😊,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
130,apple_2750525_27047,medium,3,"AppleSupport: @770057 When did this behavior first begin? How long ago did you start using the Bluetooth device you're using now?
Customer: @AppleSupport Like 4/5 days ago, I’ve used the same Bluetooth headphones ever since I got my 7 plus
AppleSupport: @770057 If you haven't yet, let's temporarily unpair it, that ask someone to place a test call to you. Let us know if you're able to take the call on your iPhone normally. To unpair, tap Settings &gt; Bluetooth than tap the ""i"" beside the device, and tap 'Forget this Device'.","@AppleSupport Like 4/5 days ago, I’ve used the same Bluetooth headphones ever since I got my 7 plus","@AppleSupport Like 4/5 days ago, I’ve used the same Bluetooth headphones ever since I got my 7 plus",Connectivity,MEDIUM,NO,Standard support issue,Connectivity,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
131,apple_1836268_18587,short,2,"AppleSupport: @550613 Here to help! Does this happen with both old &amp; new alarms? If you haven't tried a new one, please do. Let us know how it goes.
Customer: @AppleSupport Sure, I am checking and will respond within a while","@AppleSupport Sure, I am checking and will respond within a while","@AppleSupport Sure, I am checking and will respond within a while",Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
